  Max Value: 1.203311, Column: SRR17344568  Second Max Value: 0.394886, Column: SRR17344570
  Max Value: 4.188460, Column: SRR17344570  Second Max Value: 0.875631, Column: SRR17344568
  Max Value: 6.243418, Column: SRR9124587  Second Max Value: 6.065420, Column: SRR9124584
  Max Value: 2.008262, Column: SRR17344568  Second Max Value: 0.926021, Column: SRR17344570
  Max Value: 3.934703, Column: SRR17344570  Second Max Value: 3.851724, Column: SRR17344568
  Max Value: 2.055594, Column: SRR17344570  Second Max Value: 1.364151, Column: SRR17344568
  Max Value: 1.316851, Column: SRR7755081  Second Max Value: 1.141614, Column: SRR7403258
  Max Value: 1.955783, Column: SRR10980026  Second Max Value: 0.809287, Column: SRR10980024
  Max Value: 4.953556, Column: SRR7403258  Second Max Value: 3.073181, Column: SRR15465977
  Max Value: 2.045379, Column: SRR17344568  Second Max Value: 0.290808, Column: SRR17344570
  Max Value: 1.166918, Column: SRR17344570  Second Max Value: 0.961367, Column: SRR17344568
  Max Value: 2.990548, Column: SRR16646344  Second Max Value: 1.518944, Column: SRR16646345
  Max Value: 2.984818, Column: SRR5684851  Second Max Value: 2.672302, Column: SRR8002969
  Max Value: 2.968547, Column: SRR15465983  Second Max Value: 2.503407, Column: SRR5690235
  Max Value: 2.036401, Column: SRR8002969  Second Max Value: 1.452065, Column: SRR17344570
  Max Value: 4.127967, Column: SRR16355573  Second Max Value: 3.654119, Column: SRR19392616
  Max Value: 3.170598, Column: SRR16646345  Second Max Value: 1.042812, Column: SRR16646332
  Max Value: 16.918406, Column: SRR18100191  Second Max Value: 10.960406, Column: SRR5684850
  Max Value: 6.738666, Column: SRR15465983  Second Max Value: 0.239438, Column: SRR13417622
  Max Value: 3.738051, Column: SRR5690235  Second Max Value: 2.159999, Column: SRR5690236
  Max Value: 1.800786, Column: SRR19392616  Second Max Value: 1.775213, Column: SRR19392618
  Max Value: 2.566179, Column: SRR17344570  Second Max Value: 0.310635, Column: SRR17344568
  Max Value: 2.108213, Column: SRR17344570  Second Max Value: 0.831298, Column: SRR17344568
  Max Value: 1.649175, Column: SRR17344570  Second Max Value: 0.000241, Column: SRR17344568
  Max Value: 1.800797, Column: SRR17344570  Second Max Value: 0.069230, Column: SRR16355572
  Max Value: 1.700656, Column: SRR17344568  Second Max Value: 0.840062, Column: SRR17344570
  Max Value: 1.462843, Column: SRR17344568  Second Max Value: 0.752294, Column: SRR16646330
  Max Value: 1.737428, Column: SRR9124584  Second Max Value: 1.095728, Column: SRR16646330
  Max Value: 1.527229, Column: SRR17344570  Second Max Value: 0.527690, Column: SRR17344568
  Max Value: 7.332896, Column: SRR5684851  Second Max Value: 1.893344, Column: SRR21778716
  Max Value: 3.858705, Column: SRR19094532  Second Max Value: 3.798636, Column: SRR17344570
  Max Value: 2.269914, Column: SRR19392622  Second Max Value: 2.080261, Column: SRR19392618
  Max Value: 4.143501, Column: SRR19094518  Second Max Value: 3.304607, Column: SRR19094541
  Max Value: 3.182797, Column: SRR7403258  Second Max Value: 3.127560, Column: SRR5684851
  Max Value: 3.505944, Column: SRR19094518  Second Max Value: 1.756435, Column: SRR9124587
  Max Value: 4.565085, Column: SRR15465983  Second Max Value: 3.394433, Column: SRR15465977
  Max Value: 2.184839, Column: SRR16646331  Second Max Value: 0.371205, Column: SRR16646345
  Max Value: 3.980929, Column: SRR17344570  Second Max Value: 3.189886, Column: SRR17344568
  Max Value: 1.814521, Column: SRR15465983  Second Max Value: 1.800055, Column: SRR10980026
  Max Value: 1.985170, Column: SRR15465983  Second Max Value: 0.473927, Column: SRR15465977
  Max Value: 3.119183, Column: SRR16646330  Second Max Value: 1.130813, Column: SRR10980024
  Max Value: 1.137074, Column: SRR17344570  Second Max Value: 0.751716, Column: SRR17344568
  Max Value: 1.262661, Column: SRR17344570  Second Max Value: 0.532431, Column: SRR17344568
